class,text
0,“ tea bag bitch ” ahahah
1,“ post pick everything life hoe would fall love ” kill em channing
1,“ 3 les thick bitch fuck warthog ”
1,“ fat birch need stop bite lips take picture look hungry sex ”
1,“ birch look first day school ”
1,“ lightskin of lmfaooo ” right white bitch ll
1,“ happy hoe s ” better denial
0,“ fuck white people ” bitch but
1,“ seniors young side hoe go granulation like ”
1,“ realise bitch ever step foot soccer field ” every team bitch like
1,“ night aux cord plain trash shit ”
1,“ bitch middle look like daddy long leg ”
1,“ black birch drive song come ”
1,“ fuck corn ”
1,“ of ll nigh soft ” glory god lmfaooooooo
1,“ birch want ah night ”
1,“ beyond him kardashian problem suck man dick average look break birch neither ”
1,“ say or dermoid obviously mean or hussy fish ”
1,“ in do bitch the ”
1,“ oh dog hussy tight time loose
1,“ it go eat hussy smell taney ”
1,“ I go block hoe ” block em either one ll
1,“ dog birthday ️ ” get bad bitch
1,“ find loyal ho ”
2,“ layer really trash ”
1,“ far ” tony
1,“ bore hell should answer phone call bitch ” rather bore
0,“ like 8 need ” 1 he in 10breaking11 suck dick
1,“ get fuck every race see dickpussy like best ” that
1,“ could hit woman penis hussy care sex rich ”
1,“ “ shit ” baltimore ” man hoe fine crazy
1,“ smoke good weed bad bitch ”
2,“ name something trash ” cap
1,“ bitch live say bring michael hors ” need gun like
1,“ bad birch go fun
1,“ hope future wife ever might sleep study instead he right ” night shutcho ask
1,“ in sorry offend call bitch honestly think know ”
1,“ may levy he ” lmfaooo
1,“ eat hussy nd look like ”
1,“ for period ” pop hussy hut
1,“ homecoming days ” bet even date bitch go say corner
1,“ hat girl the wish bitch hat ” song go
1,“ “ bout get breast reduction birch way ” ” serious
1,“ bring another bitch ah ”
2,“ golden ores regular ores ” yes
2,“ ores basically dirt circle cream ” true
1,“ damn bitch always get hit hottest gun n make feel stupid get call ego kill
1,“ may mind well he ” mean like girl ll
1,“ may definitely ” bout say front bitch shit freely
1,“ bitch hurry ll ” in hungry focus
1,“ ohhhhh yes bitch yes ” ready
1,“ wake birch ll ” angry wit hoe
1,“ I go show ass tonight feel ” omgggg think shit bitch
1,“ lot women claim yellow actually red color blind mother suck ” in yellow the
1,“ j come trash give say years fuck ” ll
2,“ rat scale ” depend still wear color contact now
1,“ bout ride horse come fuck to bitch ” ooh em the
1,“ it hoe go learn spell ”
1,“ cool fig voice ” three laugh
1,“ yeah play yeah get want joke daddy bitch
1,“ honesty ask ” ugly he
1,“ bouts let bank no in go ronneagle ” bitch
1,“ “ hoe feel like photo get enough favorites ” ” thirsty ass
1,“ do w fuck nights ship ship he of ” soft
1,“ boy call girl bitch ” hard too in the
1,“ now put whole manifesto use twitlonger canadian hey hoserhow many adopt
2,“ kit at brownish ” make
2,“ brush it trent take yellow path ”
1,“ think jay z would hit ” yeah know skin bitch
1,“ good hussy night like funniest thing give ever see to ”
1,“ fuck trash to man nights go win skin trash
1,“ global ambassador something put pp ” des nut he ah night
1,“ butt walk hoe ”
1,“ birch bind get hurt lose nights plain ” hell yeah
1,“ ll else common night hate sleep heat ” summer bird
1,“ null brush alive hans bitch die ” oh well feed
1,“ he wait get make sextape chile ” oh lord
1,“ in rich dave chappelle voice sign red users ” say bitch hussy
1,“ “ bitch get gutta dumb ass ” may ”
1,“ wolf bitch ” thank
1,“ like picture get follow ass birch
2,“ need pennies ” order two true religion ones ll
1,“ might fuck around fuck to bitch ” eat ass steal real ass night
1,“ weather need flag today try zip bitch tonight ” yessssirrrrr
1,“ day block become man happen bitch ” ll
1,“ dreamgirl make ” ooh bet wooonnnttt stick dat he
1,“ sleep gun mean go fuck trust ” bitch deny hussy
1,“ real map ” wat a bitch say finish
1,“ burn hussy lips ” gal blue throw
1,“ bad birch bad start talk anyway ” preach
2,“ uncle charlie get thou lip sing ” hata
2,“ twitter trappers do trash link ”
2,“ lance stevenson go leave indiana ” trash anyway
1,“ 0 hoe dick ” learn best
2,“ lot though attitudes pure trash ”
1,“ “ sit shit dint sing he ” yes
1,“ “ though ” really he really ” dummy take pick
1,“ in hussy honey in home ”
1,“ sex bitch hope bout ”
2,“ foreskins go circumcise guy ” foresee fairy take put pillow
1,“ confuse days ” somebody put he dress
1,“ majority news fee people argue mean redness ”
1,“ he without sex ask girls test aorta nights time ”
1,“ in pro lose followers people handle excessive use work count ” mine say fuck
1,“ “ report ” ” rush blunt convoy simple mind ho make pick bet
1,“ could trust home could trust hoe ” ll
2,“ bah wiz create ” hair like duke up due
1,“ hoe control
2,“ howard elbow both both fight back ” get mob bird up
1,“ in drink in bout bitch ” need ride
1,“ verse verse talk shit twitter bitch block ”
1,“ ignoble drop birch like felt line ” ️
1,“ cling girlfriend best ️ ” stop lie hoe brow shit annoy
1,“ elbow hussy ” mmmmmether
1,“ bitch bad porto ricans ” song
1,“ pretty boy face ” awe thank maggot
2,“ win half away flex rodriguez eligible play think ” org feel ulcer
1,“ brooklyn bind wit money feel like young jelly bitch ” lmaoooo
1,“ ” bitch I go shake til domo
1,“ fuck ugly ll show teeth ” bitch fuck
1,“ ll cool son know grand bald mouth ” get teeth he
1,“ mo bitch special ed darling backatown ” in
1,“ fit small ass street son ” bitch know happen last time your st
1,“ go dumb essay ” bitch sad
1,“ tuck th grade ” yeah bitch want fight to dawn ass
1,“ to need sleep get school tomorrow ” bitch get straight ion need go
1,“ be try disrespectful say bitch term like brush son ”
1,“ go leave he ”
1,“ next time see bitch in beat ass job ” ll
1,“ fuck bitch ” get mi house
1,“ bad birch thing like ”
1,“ bundle soon hope ” bitch happy cost
1,“ you get money you silly he ”
1,“ nigger birch hide behind gang ️ ”
1,“ say shit else soft ” bitch lot twitter shit come see
1,“ nights talk birch days ”
1,“ little stupid ass bitch fuck ”
1,“ go lie old head say see figure ” ah retard
1,“ may hero sound young of talk bout hoe n weed n shit ” bah get listen shit
1,“ nights 2 long ass monkey arm make best muddle buddiesso hear ” ahahah female tell
1,“ sometimes hate a sometimes love depend time year guess ” dumb birch live
0,“ dukes shave without athletic purpose gay of ” retard
1,“ he eat cut he women cook ” get get rid he
1,“ in go miss birch much ” far right rest of girl booty funny shit
1,“ bitch fat ass ” way live young shit go get old the lot debts
1,“ marcus bitch ass loyal team hop ass ” ️
1,“ he fax type to bitch number goose see pip back page thank
1,“ tell never fold never sell solethey tell you stay school soul ” autocorrect hold
1,“ bitch try deserve every foul word come chris mouth ️ bye he ”
1,“ one last shoot love shit in dig hoe ”
1,“ negro wear size in ” in still grow
1,“ good family ” grm look hoe hit later
2,“ open starburst candy get yellow ” may brush
1,“ birthday weekend start today ” shut to he ass
1,“ bitch nights pay hoe lay hoe ” relax one night pay stay hoe
1,“ wardrobe consist mostly leggings you he ” guilty
1,“ “ mall to bitch to money in get something ” ”
1,“ eat lot protein eat lot hussy ” eat whole ass
1,“ in take bitch ”
0,“ live gay afraid two black dock butt fuck queer
1,“ lot males need dress real men halloween since act like birch year ”
1,“ want little bitch I go treat like little bitch ”
1,“ water pool fuck hard ” yeah hussy
1,“ edward loss sparkle ” bitch reality
1,“ old bitch ” he
0,“ love song john doe ” maggoty
1,“ hate birch talk shit like clearly ” like bitch wit da red door he
0,“ get do last final in walk around camp like place ” queer
1,“ well in go sleep ” far
2,“ mmm daily stories via lui be
1,“ even hoe silence anymore ” proud want respect
1,“ fuck good trip even ” good dick make bitch go crazy
1,“ many hoe ” preach
1,“ photographer back story start hussy ”
1,“ give sound like far last days ” emotions inspire
1,“ girls w fat hussy slim waist fat ass n innocent smile ” truuuuuu
1,“ seminoles redskins k ” seminude tribe get agreement theme pay use name
1,“ hussy wet ”
0,“ damn weed potheads annoy of twitter ” weed pot thing maggot
1,“ in dream www ” bitch must tuck
1,“ may bitch listen gospel music w liquor hand weaaakkk ” lmfaooooooooo cry
1,“ mania bitch ass eva cheat fig fine ass ion edit ” night look think know dat
1,“ feel disrespect bitch try suck dry lips ”
1,“ birch switch room nights ” hell
0,“ it hope bread loaf thick in chill ” duke rapier
0,“ cowboys win game regular season get playoffs trash of ll ” hat ass night
1,“ birch really wave ” shan get hoe
1,“ nights want good girl still want fuck hoe go work get pick one ” boy soft
1,“ splash anna bitch wednesday tomorrow ”
1,“ damn brownish ” swear may
1,“ mon call girl bitch somebody daughtersisterniece somebody bitch ”
0,“ white kiss favorite activities call people nigger box fuck pet shoot school ”
1,“ s birch water dare ” you look
1,“ throw lamps birch need lighten ” true dat
1,“ use my b measure slope ass girl ”
1,“ way fuck or bitch ”
1,“ way fuck or bitch ”
1,“ “ brother maggot ” ” s
1,“ dint blame nights female see a he ass ways go listen it money fruitcake ”
2,“ bits trash ” mine pretty good
1,“ bout time it check want man want support ” tell bitch get bar
1,“ hussy stand ”
1,“ remember brow show people
1,“ who get hoe ll it find letter car ” naval
1,“ send nod snap chat one gun favorites he ”
1,“ whole lot better drive vehicle ” white hussy utah get a
1,“ longer side bitch ”
1,“ spit people show raise right another word bitch night trait ”
1,“ spongebob beat birch ”
1,“ relationship make two birch know count ” amen
1,“ everyone think funny wander jizzbag automatically toll hate color folk
1,“ darkskin girls ugly ass bitch
2,“ fashion world urban mean steal black people hetty us urban hata ”
1,“ like bitch get pretty hussy loose ”
1,“ white girls holly nooooo brother go ugliness bad build hoe ever
1,“ ” young he mm pillow
